Title,Authors,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
Forecasting dynamics of red snapper (Lutjanus campechanus) in the U.S. Gulf of Mexico.,"Liu, Hui; Karnauskas, Mandy; Zhang, Xinsheng; Linton, Brian; Porch, Clay",Fisheries Research,1657836,,Mar-17,187,,31,10,120404443,10.1016/j.fishres.2016.11.002,Elsevier Science,Article,"Fishery management; Mexico, Gulf of; Finfish Farming and Fish Hatcheries; Lutjanus campechanus; Time series analysis; Molecular dynamics",Nonlinear forecasting; Population dynamics; Red snapper ( Lutjanus campechanus ); Stock structures,"Understanding dynamics and stock structures of fish is particularly relevant to assessments and management of marine living resources. Using the nonparametric, nonlinear time series (NLTS) approach, we modeled dynamics of red snapper ( Lutjanus campechanus ) represented by time series of two fisheries-independent abundance indices and two fisheries-dependent abundance indices in the eastern and western portions of the U.S. Gulf of Mexico (Gulf). Further, we examined regional dynamics of red snapper in the two areas and explored the utility of NLTS models in generating short term forecasts. Overall, red snapper in the eastern Gulf and western Gulf displayed distinct patterns in terms of the Gulf-wide ecosystem indicators, which likely implies different underlying regional dynamics of the species. Moreover, dynamic features of red snapper differed between the two regions. Specifically, the system dimension (mean ± SE), i.e., the number of potential processes affecting the underlying dynamics of the species, was higher in the western Gulf (5.5 ± 1.32) than in the eastern Gulf (3.75 ± 1.44). The NLTS models exhibited significant skill (i.e., a measure of the goodness of fit (?) between observations and predictions) in forecasting red snapper abundance indices. The forecast skill (one year ahead) was 0.48 ± 0.01 for indices representing the eastern Gulf and 0.33 ± 0.05 for indices representing the western Gulf. The average dimension and forecast skill was 3 ± 1.43 and 0.37 ± 0.01 for fisheries-dependent indices, and 6.25 ± 1.32 and 0.45 ± 0.05 for fisheries-independent indices. These findings have implications for the Gulf red snapper fisheries in that the NLTS approach shows potential for forecasting stock abundance indices, and provides new information regarding the appropriate spatial scale for management of the species. Moreover, the ecosystem considerations in this study can be further explored to forecast the dynamics of red snapper for better assessments and management of the species.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=120404443&site=ehost-live
Genetic variation and spatial autocorrelation among young-of-the-year red snapper (Lutjanus campechanus) in the northern Gulf of Mexico.,"Saillant, Eric; Bradfield, S. Coleen; Gold, John R.",ICES Journal of Marine Science / Journal du Conseil,10543139,,Sep-10,67,6,1240,11,53061812,10.1093/icesjms/fsq011,Oxford University Press / USA,Article,"Fish populations; Mexico, Gulf of; Microsatellites (Genetics); Lutjanus campechanus; Fish genetics; Spawning",effective population size; population structure; red snapper; spatial autocorrelation,"Saillant, E., Bradfield, S. C., and Gold, J. R. 2010. Genetic variation and spatial autocorrelation among young-of-the-year red snapper (Lutjanus campechanus) in the northern Gulf of Mexico. – ICES Journal of Marine Science, 67: 1240–1250.Temporal and spatial genetic variations at 18 nuclear-encoded microsatellites were assayed among age-0 Gulf red snapper (Lutjanus campechanus), sampled from the 2004 and 2005 cohorts in each of five regions in the northern Gulf of Mexico (Gulf) and from a mixed-age group sampled off northwest Florida. Hierarchical analysis of molecular variance revealed genetic heterogeneity among habitat patches within regions, but not among regions. A significant, positive spatial autocorrelation of microsatellite genotypes among fish sampled within the geographic range 50–100 km was detected. Bayesian coalescent analysis of historical demography indicated a decline of nearly an order of magnitude in the effective population size for red snapper across the area surveyed. The highest posterior probability for the current effective population size was 2163, approximately four orders of magnitude smaller than the estimates of red snapper census size. The results of the study demonstrate that spatial genetic structuring among young-of-the-year red snapper in the Gulf occurs at small geographic scales and is consistent with a metapopulation stock-structure model of partially connected populations. This accentuates the importance of maintaining healthy local spawning populations of red snapper in all regions across the northern Gulf.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=53061812&site=ehost-live
Groupers on the Edge: Shelf Edge Spawning Habitat in and Around Marine Reserves of the Northeastern Gulf of Mexico.,"Coleman, Felicia C.; Scanlon, Kathryn M.; Koenig, Christopher C.",Professional Geographer,330124,,Nov-11,63,4,456,19,525580506,,Taylor & Francis Ltd,Article,"Mexico, Gulf of; Spawning; Fish populations; Zoogeography -- United States",,"The northeastern Gulf of Mexico contains some of the most diverse and productive marine habitat in the United States. Much of this habitat, located on the shelf edge in depths of 50 to 120 m, supports spawning for many economically important species, including groupers. Here, we couple acoustic surveys with georeferenced videography to describe the primary spatial and geologic features of spawning aggregation sites for four economically important species: gag (Mycteroperca microlepis), scamp (M. phenax), red grouper (Epinephelus morio), and red snapper (Lutjanus campechanus), with notes on fish distribution and abundance and spawning activities. We provide information on movement patterns of reef fish determined using acoustic telemetry. Finally, we discuss the possible coupling of geomorphology with hydrographic features to influence the overall productivity of the region and the importance of spatial fishery management in sustaining that productivity. Reprinted by permission of the publisher.",http://search.ebscohost.com/login.aspx?direct=true&db=ssf&AN=525580506&site=ehost-live
Harvesting in a stage-structured population with applications to the red snapper in the Gulf of Mexico.,"Sturgill, Cassandra; Diamond, Sandra L.; Jang, Sophia R.-J.",Journal of Biological Systems,,,20130101,21,2,,29,MR3064384,,,Journal,Biology and other natural sciences -- Genetics and population dynamics -- Population dynamics,,,http://search.ebscohost.com/login.aspx?direct=true&db=msn&AN=MR3064384&site=ehost-live
Individual-based modeling of an artificial reef fish community: Effects of habitat quantity and degree of refuge,"Campbell, Matthew D.; Rose, Kenneth; Boswell, Kevin; Cowan, James",Ecological Modelling,3043800,,Dec-11,222,23/24,3895,15,67625645,10.1016/j.ecolmodel.2011.10.009,Elsevier B.V.,Article,"Population dynamics; Fish communities; Ecology methodology; Artificial reefs; Micropogonias; Bluefish; Mexico, Gulf of; Finfish Fishing; Salt water fishing; Multiagent systems; Statistical measurement; Lutjanus campechanus",Bioenergetics; Competition; IBM; Movement; Predation prey halos; Red snapper,"Artificial reefs are often deployed as fishery management tools, and yet there is substantial lack of understanding and agreement on how reefs affect fish population and community dynamics. We developed and applied a multi-species, individual-based model to examine the long-term effects of increasing number of reefs on fish weight, abundance, and biomass. The model simulated the population dynamics of three fish species for 50 years on a 2-dimensional spatial grid. Growth, mortality, and movement were computed each hour for individuals of red snapper (Lutjanus campechanus), a croaker-like species (Micropogonias chromis), and a pinfish-like species (Lagodon rhomboides). We also included individuals of two other species (bluefish –Pomatomus saltatrix and a generic jack-like species), but only simulated their hourly movement and their effects on prey and predation of the focal species. The densities of five prey groups were simulated independently in each cell. Our results showed that increasing the number of reefs generally produced higher biomass, but at the cost of slower growth, and smaller individuals. Abundance was higher under fixed-AR recruitment and maximum refuge treatments. In all treatments there were diminishing returns on abundance and biomass with increasing number of artificial reefs. Experiment 2 showed that model results based on regularly spaced reefs were consistent with a real layout of reefs currently being sampled in the northern Gulf of Mexico. Management strategies for determining the habitat-value of reefs in the Gulf of Mexico should consider the number of reefs and the local spatial layout of the reefs to ensure they are optimally arranged. Field experiments performed should assist in resolving how fish recruit to artificial reefs and help determine their roles as fish refuges.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=67625645&site=ehost-live
Living with the Curse of Dimensionality: Closed-Loop Optimization in a Large-Scale Fisheries Simulation Model.,"Woodward, Richard T.; Wui, Yong-Suhk; Griffin, Wade L.",American Journal of Agricultural Economics,29092,,Feb-05,87,1,48,13,15722862,10.1111/j.0002-9092.2005.00701.x,Oxford University Press / USA,Article,"Fisheries; Mathematical optimization; Simulation methods & models; Operations research; Mexico, Gulf of; Finfish Farming and Fish Hatcheries; Process, Physical Distribution, and Logistics Consulting Services; Lutjanus campechanus",dynamic optimization; fisheries; numerical methods; simulation modeling,"Facilitated by remarkable increases in computational speed, simulation models are becoming more and more complex and are being increasingly used in applied economic analysis. However, computational limitations remain a major barrier to the study of dynamically optimal policies. We study the problem of carrying out dynamic optimization in conjunction with large simulation models and propose a method for working around the computational difficulties that arise in such problems. Our methods are applied to a model of the Gulf of Mexico's red snapper fishery to study the dynamically optimal total allowable catch.",http://search.ebscohost.com/login.aspx?direct=true&db=bth&AN=15722862&site=ehost-live
Marine Reserves for Fisheries Management.,"Holland, Daniel S.; Brazee, Richard J.",Marine Resource Economics,7381360,,Fall1996,11,3,157,15,18890508,,University of Chicago Press,Article,"MARINE parks & reserves; FISHERY management; CORAL reef fishes; FISHERIES; MEXICO, Gulf of; Finfish Farming and Fish Hatcheries; Nature Parks and Other Similar Institutions",Closed areas; inshore fisheries; marine protected areas; marine reserves; reef fisheries,"Conventional methods of regulating commercial fisheries restrict catch by limiting either the quantity or efficiency of fishing effort, or by putting direct limits on catch. These regulatory practices are neither feasible nor desirable for many fisheries, and have failed to conserve fishery stocks in other fisheries. Marine reserves may be an effective alternative management strategy for some fisheries. Here we develop a dynamic model of marine reserves applicable to inshore fisheries. In contrast to previous models of reserves, the model is fully dynamic and provides information on both equilibrium conditions and the path to equilibrium. A simulation model based on red snapper data from the Gulf of Mexico is presented. The simulation results suggest that marine reserves can sustain or increase yields for moderate to heavily fished fisheries but will probably not improve yields for lightly fished fisheries.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=18890508&site=ehost-live
Population structure of red snapper (Lutjanus campechanus) in U.S. waters of the western Atlantic Ocean and the northeastern Gulf of Mexico.,"Hollenbeck, Christopher M.; Portnoy, David S.; Saillant, Eric; Gold, John R.",Fisheries Research,1657836,,Dec-15,172,,17,9,109395985,10.1016/j.fishres.2015.06.020,Elsevier Science,Article,"Fish populations; Migration of fishes; Atlantic Coast (South Atlantic States); Mexico, Gulf of; Lutjanus campechanus; Fish genomes; Microsatellites (Genetics); Mitochondrial DNA",Atlantic Ocean; Gulf of Mexico; Population structure; Red snapper,"Population structure of adult red snapper ( Lutjanus campechanus ) from the southeastern coast of the United States (Atlantic) and the northeastern Gulf of Mexico (Gulf) was assessed using genotypes at 16 nuclear-encoded microsatellites and mitochondrial (mt)DNA haplotypes of the NADH dehydrogenase 4 (ND4) gene. Initial tests ( F ST -based, hierarchical AMOVA) of spatial genetic homogeneity within and between regions were non-significant, consistent with a single population or stock of red snapper in the Atlantic and Gulf. Inferences derived from other statistical approaches were consistent with genetic and/or demographic differences within and between the two regions. The estimated, average, long-term migration rate between the two regions (0.27%) was well less than the 10% rate below which populations can respond independently to environmental perturbation. Comparisons of global estimates of average, long-term effective size ( N eLT ) with estimates from individual sample localities indicated genetic heterogeneity within both the Atlantic and Gulf. These results paralleled those of prior genetic studies of red snapper from the Gulf. Future genetics studies and other work on red snapper in both the Atlantic and Gulf should include approaches to identify demographically independent units within each region and assess their size, patterns of connectivity, and contribution to the fishery. Monitoring global and/or local effective size also should be considered.",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=109395985&site=ehost-live
"Prevalence of External Skin Lesions and Polycyclic Aromatic Hydrocarbon Concentrations in Gulf of Mexico Fishes, Post-Deepwater Horizon.","Murawski, Steven A.; Hogarth, William T.; Peebles, Ernst B.; Barbeiri, Luiz",Transactions of the American Fisheries Society,28487,,Jul-14,143,4,1084,14,97015720,10.1080/00028487.2014.911205,Taylor & Francis Ltd,Article,"Disease prevalence; Bioconcentration; Fish populations; Mexico, Gulf of; Fish physiology; Skin injuries; Physiological effects of polycyclic aromatic hydrocarbons",,"We surveyed offshore fish populations in the Gulf of Mexico in 2011 and 2012, following persistent reports of abnormal skin lesions and other pathologies in the aftermath of the Deepwater Horizon oil spill. The incidence of skin lesions in 2011 sampling was most frequent in some bottom-dwelling species along the continental shelf edge north of the Deepwater Horizon site. Longline surveys revealed that by 2012 the overall frequency of lesions in northern Gulf of Mexico (NGM) fishes in the vicinity of the Deepwater Horizon had declined 53%, with severity also declining. Relatively high concentrations of polycyclic aromatic hydrocarbon (PAH) metabolites (up to 470,000 ng naphthalene equivalents/g bile wet weight), indicative of oil-related pollution, were found in fish bile in 2011; concentrations of summed PAHs measured in fish liver and muscle were relatively low (<35 ng/g) due to the efficient metabolism of these compounds by teleost fish. Significant declines in bile concentrations of naphthalene and phenanthrene metabolites in Red SnapperLutjanus campechanusbetween 2011 and 2012 indicate an episodic exposure to elevated levels of hydrocarbons of petrogenic origin. The composition of PAH parent compounds and alkylated homologs in Red Snapper liver samples was highly correlated with oil collected at the Deepwater Horizon wellhead but was less coherent with other PAH sources in the NGM. The elevated 2011 prevalence of skin lesions in some NGM species was unrelated to surface salinity or temperature anomalies and was not the result of an epizootic observable in our histopathology samples but was positively correlated with PAH concentration. Thus, we fail to reject the null hypothesis that elevated skin lesion frequency is unrelated to PAH exposure from the Deepwater Horizon oil spill. Received August 14, 2013; accepted March 26, 2014",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=97015720&site=ehost-live
"Restoring Fisheries, Scoring a Net Gain.","Walton, Rob; Krupp, Fred",Wall Street Journal - Online Edition,999660,,7/11/2016,,,1,1,116699079,,Dow Jones & Company Inc,Article,"MEXICO, Gulf of; FISH stocking; FISH populations; FISH conservation; FISHERY economics",corporate; earnings projections; financial performance; fisheries; fishery; fishing; fishing stocks; industrial news; ovefishing; red snapper,,http://search.ebscohost.com/login.aspx?direct=true&db=nfh&AN=116699079&site=ehost-live
Size and Bag Limits in Recreational Fisheries: Theoretical and Empirical Analysis.,"Woodward, Richard T.; Griffin, Wade L.",Marine Resource Economics,7381360,,Fall2003,18,3,239,24,18890595,,University of Chicago Press,Article,"FISHERY management; FISHING; WILDLIFE-related recreation; FISHERY law & legislation; FISHERIES; FISH populations; SIMULATION methods & models; LUTJANUS campechanus; MEXICO, Gulf of; Finfish Farming and Fish Hatcheries; All Other Amusement and Recreation Industries",bag limits; Fisheries management; recreational fishing; simulation modeling; size limits,"Size and bag limits are among the most common forms of regulations for recreational fisheries. In this paper, we theoretically study and compare the short- and long-term impacts of these policies on individual anglers and fish stocks. Particular attention is paid to the issue of release mortality, which can have important consequences for policy effectiveness. Theoretically, we show the conditions under which these policies will be successful in achieving biological objectives. Implications for recreation demand analysis are discussed. We also study these policies using a simulation model of various policy combinations for the Gulf of Mexico red snapper fishery.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=18890595&site=ehost-live
"Sublethal effects of catch-and-release fishing: measuring capture stress, fish impairment, and predation risk using a condition index.","Campbell, Matthew D.; Patino, Reynaldo; Tolan, James; Strauss, Richard; Diamond, Sandra L.",ICES Journal of Marine Science / Journal du Conseil,10543139,,Apr-10,67,3,513,9,48794467,10.1093/icesjms/fsp255,Oxford University Press / USA,Article,"FISHING; PREDATION (Biology); DECOMPRESSION sickness; HYDROCORTISONE; PREDATORS of fishes; MEXICO, Gulf of; All Other Amusement and Recreation Industries",barotrauma; condition index; cortisol; impairment; predator simulation; red snapper; reflex response; release mortality,"Campbell, M. D., Patino, R., Tolan, J., Strauss, R., and Diamond, S. L. 2010. Sublethal effects of catch-and-release fishing: measuring capture stress, fish impairment, and predation risk using a condition index. – ICES Journal of Marine Science, 67: 513–521.The sublethal effects of simulated capture of red snapper (Lutjanus campechanus) were analysed using physiological responses, condition indexing, and performance variables. Simulated catch-and-release fishing included combinations of depth of capture and thermocline exposure reflective of environmental conditions experienced in the Gulf of Mexico. Frequency of occurrence of barotrauma and lack of reflex response exhibited considerable individual variation. When combined into a single condition or impairment index, individual variation was reduced, and impairment showed significant increases as depth increased and with the addition of thermocline exposure. Performance variables, such as burst swimming speed (BSS) and simulated predator approach distance (AD), were also significantly different by depth. BSSs and predator ADs decreased with increasing depth, were lowest immediately after release, and were affected for up to 15 min, with longer recovery times required as depth increased. The impairment score developed was positively correlated with cortisol concentration and negatively correlated with both BSS and simulated predator AD. The impairment index proved to be an efficient method to estimate the overall impairment of red snapper in the laboratory simulations of capture and shows promise for use in field conditions, to estimate release mortality and vulnerability to predation.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=48794467&site=ehost-live
Temporal and spatial comparisons of the reproductive biology of northern Gulf of Mexico (USA) red snapper (Lutjanus campechanus) collected a decade apart.,"Kulaw, Dannielle H.; Jr.Cowan, James H.; Jackson, Melissa W.",PLoS ONE,19326203,,3/29/2017,12,3,1,39,122143747,10.1371/journal.pone.0172360,Public Library of Science,Article,LUTJANUS campechanus; FISH spawning; SEXUAL maturity in fishes; FISH stocking; BIOMASS; Finfish Farming and Fish Hatcheries,Age groups; Agriculture; Alabama; Animal cells; Biology and life sciences; Bodies of water; Cell biology; Cellular types; Developmental biology; Earth sciences; Fecundity; Fisheries; Geographical locations; Germ cells; Gulf of Mexico; Gulfs; Louisiana; Marine and aquatic sciences; Modes of reproduction; North America; Oocytes; Ova; People and places; Population biology; Population groupings; Population metrics; Research Article; Sexual reproduction; Spawning; United States,"In studies done a decade apart, we provide evidence of a recent shift toward a slower progression to sexual maturity as well as reduced egg production, especially among young, small female red snapper, in the Gulf of Mexico (Gulf). Slower maturation rates (among fish ?6 years old), lower GSI values and decreased spawning frequency were observed, and were especially pronounced in the northwestern Gulf. Furthermore, an Index of Reproductive Importance showed that young fish (ages 2–7) are contributing far less to the spawning stock in recent years, while older fish (>8 years) are contributing more, when compared to fish from the same age groups sampled in the previous decade. Coincident with these changes in reproductive output, fishing pressure has steadily declined gulf-wide, and spawning stock biomass and spawning potential ratio have increased. Thus, it is possible that the age structure of the red snapper stock is becoming less truncated, or that reproductive effort observed is due to the temporary influence of recent strong year classes produced in 2004 and 2006 as they begin to reach full reproductive potential. If the latter is true, careful documentation of the stock’s reproductive dynamics during a time of population growth provides new understanding at the meta-population spatial and decadal temporal scales. In contrast, if the former is true, a truncated age structure due to overharvest can limit the productivity of the Gulf red snapper stock. In addition, we have learned that red snapper females in the northwestern Gulf collected on natural reefs and banks have much higher reproductive output than those on artificial reefs in the form of standing and toppled oil and gas platforms, thus making the need to know the relative abundance of females found on these disparate habitats an important next step toward better-understanding factors impacting the reproductive dynamics of this species.",http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=122143747&site=ehost-live
The Potential for Unreported Artificial Reefs to Serve as Refuges from Fishing Mortality for Reef Fishes.,"Addis, Dustin T.; Patterson, William F.; Dance, Michael A.",North American Journal of Fisheries Management,2755947,,Feb-16,36,1,131,9,113395095,10.1080/02755947.2015.1084406,Taylor & Francis Ltd,Article,Fish populations; Coral reef fishes; Reef fisheries; Artificial substrates (Aquatic biology); Lutjanus campechanus; Balistidae,,"This study tested the potential for 27 artificial reefs, which were deployed in the northeastern Gulf of Mexico (nGOM) but not reported to the public, to serve as refuges from fishing mortality for reef fishes. Red SnapperLutjanus campechanus(n= 2,114) and Gray TriggerfishBalistes capriscus(n= 267) were tagged at a subset (n= 9) of the study reefs from winter 2005 to fall 2007 to estimate their site fidelity and mortality rates. Mortality was also estimated from catch curves fit to Red Snapper and Gray Triggerfish age distributions that were estimated at the study reefs both before (2005–2007) and after (2007–2008) the GPS coordinates of the above subset were advertised to the public. Red Snapper site fidelity (f), estimated by fitting Burnham's (1993) joint encounter model to tagging data, was 12.8% per year; while estimated instantaneous total mortality (Z) of Red Snapper ranged from 0.08 per year during the closed recreational fishing seasons to 1.31 per year during the open seasons. Similar estimates were not available for Gray Triggerfish due to inadequate model structure. Prior to reporting of reef coordinates to the public, estimatedZfrom the catch curve analysis was 1.04 per year for Red Snapper and 0.56 per year for Gray Triggerfish. After reporting, estimatedZincreased from 0.56 to 0.69 per year for Gray Triggerfish and from 1.04 to 1.14 per year for Red Snapper. The low site fidelity and high fishing effort in the region resulted in no discernible refuge effects for Red Snapper. A modest refuge effect occurred for Gray Triggerfish, fish which have been shown to display high site fidelity (>80% per year) to reefs; however, Gray Triggerfish mortality from fishing quickly increased following the reporting of the study reef coordinates. Our study results indicate that unreported artificial reefs that are deployed in areas of the nGOM where fishing is otherwise allowed are not likely to offer protection to reef fishery species. Received November 14, 2014; accepted August 12, 2015",http://search.ebscohost.com/login.aspx?direct=true&db=eih&AN=113395095&site=ehost-live
